X,Y,Z,RX,RY,RZ
182.20,-489.72,155.09,142.30,8.75,4.88
182.18,-489.79,155.06,142.35,8.70,4.92
182.15,-489.86,155.03,142.40,8.66,4.96
182.12,-489.94,155.00,142.45,8.62,5.00
182.10,-490.01,154.97,142.50,8.58,5.04
182.07,-490.08,154.94,142.55,8.54,5.08
182.05,-490.15,154.91,142.60,8.50,5.12
182.02,-490.22,154.88,142.64,8.46,5.16
182.00,-490.30,154.85,142.69,8.42,5.21
181.97,-490.37,154.83,142.74,8.38,5.25
181.95,-490.44,154.80,142.79,8.34,5.29
181.92,-490.51,154.77,142.84,8.30,5.33
181.90,-490.58,154.74,142.89,8.25,5.37
181.87,-490.66,154.71,142.94,8.21,5.41
181.84,-490.73,154.68,142.99,8.17,5.45
181.82,-490.80,154.65,143.04,8.13,5.49
181.79,-490.87,154.62,143.09,8.09,5.53
181.77,-490.94,154.59,143.14,8.05,5.57
181.74,-491.02,154.56,143.19,8.01,5.61
181.72,-491.09,154.53,143.24,7.97,5.66
181.69,-491.16,154.50,143.29,7.93,5.70
181.67,-491.23,154.48,143.34,7.89,5.74
181.64,-491.30,154.45,143.39,7.85,5.78
181.62,-491.38,154.42,143.44,7.80,5.82
181.59,-491.45,154.39,143.48,7.76,5.86
181.56,-491.52,154.36,143.53,7.72,5.90
181.54,-491.59,154.33,143.58,7.68,5.94
181.51,-491.66,154.30,143.63,7.64,5.98
181.49,-491.74,154.27,143.68,7.60,6.02
181.46,-491.81,154.24,143.73,7.56,6.07
181.44,-491.88,154.21,143.78,7.52,6.11
181.41,-491.95,154.18,143.83,7.48,6.15
181.39,-492.02,154.16,143.88,7.44,6.19
181.36,-492.10,154.13,143.93,7.40,6.23
181.34,-492.17,154.10,143.98,7.35,6.27
181.31,-492.24,154.07,144.03,7.31,6.31
181.28,-492.31,154.04,144.08,7.27,6.35
181.26,-492.38,154.01,144.13,7.23,6.39
181.23,-492.46,153.98,144.18,7.19,6.43
181.21,-492.53,153.96,144.23,7.15,6.48
181.19,-492.60,153.94,144.27,7.10,6.52
181.17,-492.67,153.93,144.32,7.06,6.56
181.14,-492.73,153.91,144.37,7.01,6.60
181.12,-492.80,153.89,144.42,6.97,6.64
181.10,-492.87,153.87,144.47,6.93,6.68
181.08,-492.94,153.85,144.52,6.88,6.72
181.05,-493.01,153.83,144.57,6.84,6.76
181.03,-493.08,153.82,144.62,6.79,6.81
181.01,-493.15,153.80,144.67,6.75,6.85
180.99,-493.22,153.78,144.72,6.71,6.89
180.96,-493.29,153.76,144.77,6.66,6.93
180.94,-493.36,153.74,144.82,6.62,6.97
180.92,-493.43,153.73,144.87,6.57,7.01
180.90,-493.50,153.71,144.92,6.53,7.05
180.87,-493.57,153.69,144.96,6.49,7.10
180.85,-493.64,153.67,145.01,6.44,7.14
180.83,-493.71,153.65,145.06,6.40,7.18
180.81,-493.78,153.63,145.11,6.35,7.22
180.79,-493.85,153.62,145.16,6.31,7.26
180.76,-493.91,153.60,145.21,6.27,7.30
180.74,-493.98,153.58,145.26,6.22,7.34
180.72,-494.05,153.56,145.31,6.18,7.38
180.70,-494.12,153.54,145.36,6.13,7.43
180.67,-494.19,153.52,145.41,6.09,7.47
180.65,-494.26,153.51,145.46,6.05,7.51
180.63,-494.33,153.49,145.51,6.00,7.55
180.61,-494.40,153.47,145.56,5.96,7.59
180.58,-494.47,153.45,145.60,5.91,7.63
180.56,-494.54,153.43,145.65,5.87,7.67
180.54,-494.61,153.41,145.70,5.83,7.72
180.52,-494.68,153.40,145.75,5.78,7.76
180.49,-494.75,153.38,145.80,5.74,7.80
180.47,-494.82,153.36,145.85,5.69,7.84
180.45,-494.89,153.34,145.90,5.65,7.88
180.43,-494.96,153.32,145.95,5.61,7.92
180.40,-495.03,153.31,146.00,5.56,7.96
180.38,-495.09,153.29,146.05,5.52,8.01
180.36,-495.16,153.27,146.10,5.47,8.05
180.34,-495.23,153.25,146.15,5.43,8.09
180.31,-495.30,153.23,146.20,5.39,8.13
180.29,-495.37,153.21,146.25,5.34,8.17
180.27,-495.44,153.20,146.29,5.30,8.21
180.25,-495.51,153.18,146.34,5.25,8.25
180.23,-495.58,153.16,146.39,5.21,8.29
180.20,-495.65,153.14,146.44,5.17,8.34
180.18,-495.72,153.12,146.49,5.12,8.38
180.16,-495.79,153.10,146.54,5.08,8.42
180.14,-495.86,153.09,146.59,5.03,8.46
180.11,-495.93,153.07,146.64,4.99,8.50
180.09,-496.00,153.05,146.69,4.95,8.54
180.07,-496.07,153.03,146.74,4.90,8.58
180.05,-496.14,153.01,146.79,4.86,8.63
180.02,-496.21,153.00,146.84,4.81,8.67
180.00,-496.28,152.98,146.89,4.77,8.71
179.98,-496.34,152.96,146.93,4.73,8.75
179.96,-496.41,152.94,146.98,4.68,8.79
179.93,-496.48,152.92,147.03,4.64,8.83
179.91,-496.55,152.90,147.08,4.59,8.87
179.89,-496.62,152.89,147.13,4.55,8.92
179.87,-496.69,152.87,147.18,4.51,8.96
179.84,-496.76,152.85,147.23,4.46,9.00
179.82,-496.83,152.83,147.28,4.42,9.04
179.80,-496.90,152.81,147.33,4.37,9.08
179.78,-496.98,152.82,147.38,4.32,9.12
179.76,-497.05,152.82,147.42,4.27,9.16
179.74,-497.13,152.83,147.47,4.22,9.20
179.72,-497.20,152.83,147.52,4.18,9.24
179.70,-497.28,152.84,147.57,4.13,9.27
179.68,-497.35,152.84,147.61,4.08,9.31
179.66,-497.43,152.85,147.66,4.03,9.35
179.65,-497.50,152.85,147.71,3.98,9.39
179.63,-497.58,152.86,147.76,3.93,9.43
179.61,-497.65,152.86,147.81,3.88,9.47
179.59,-497.73,152.87,147.85,3.83,9.51
179.57,-497.80,152.87,147.90,3.78,9.55
179.55,-497.88,152.88,147.95,3.73,9.58
179.53,-497.96,152.88,148.00,3.68,9.62
179.51,-498.03,152.89,148.04,3.63,9.66
179.49,-498.11,152.89,148.09,3.58,9.70
179.47,-498.18,152.90,148.14,3.53,9.74
179.45,-498.26,152.90,148.19,3.48,9.78
179.43,-498.33,152.91,148.23,3.43,9.82
179.42,-498.41,152.91,148.28,3.38,9.86
179.40,-498.48,152.92,148.33,3.33,9.89
179.38,-498.56,152.92,148.38,3.28,9.93
179.36,-498.63,152.93,148.42,3.23,9.97
179.34,-498.71,152.93,148.47,3.18,10.01
179.32,-498.78,152.94,148.52,3.13,10.05
179.30,-498.86,152.94,148.57,3.08,10.09
179.28,-498.94,152.95,148.62,3.03,10.13
179.26,-499.01,152.95,148.66,2.98,10.17
179.24,-499.09,152.96,148.71,2.93,10.20
179.22,-499.16,152.96,148.76,2.88,10.24
179.20,-499.24,152.97,148.81,2.83,10.28
179.18,-499.31,152.97,148.85,2.78,10.32
179.17,-499.39,152.98,148.90,2.73,10.36
179.19,-499.37,153.07,148.85,2.75,10.31
179.21,-499.36,153.17,148.81,2.77,10.26
179.23,-499.35,153.26,148.76,2.78,10.22
179.25,-499.33,153.36,148.71,2.80,10.17
179.28,-499.32,153.45,148.67,2.82,10.12
179.30,-499.30,153.55,148.62,2.83,10.07
179.32,-499.29,153.64,148.57,2.85,10.03
179.34,-499.28,153.74,148.53,2.86,9.98
179.37,-499.26,153.83,148.48,2.88,9.93
179.39,-499.25,153.93,148.43,2.90,9.88
179.41,-499.23,154.02,148.39,2.91,9.83
179.43,-499.22,154.11,148.34,2.93,9.79
179.45,-499.21,154.21,148.29,2.95,9.74
179.48,-499.19,154.30,148.25,2.96,9.69
179.50,-499.18,154.40,148.20,2.98,9.64
179.52,-499.16,154.49,148.15,2.99,9.60
179.54,-499.15,154.59,148.11,3.01,9.55
179.57,-499.14,154.68,148.06,3.03,9.50
179.59,-499.09,154.73,148.01,3.06,9.46
179.61,-499.04,154.78,147.96,3.09,9.41
179.63,-498.99,154.82,147.91,3.12,9.36
179.65,-498.94,154.87,147.86,3.15,9.32
179.67,-498.89,154.92,147.81,3.18,9.27
179.69,-498.84,154.96,147.76,3.22,9.23
179.71,-498.79,155.01,147.71,3.25,9.18
179.73,-498.74,155.06,147.67,3.28,9.14
179.75,-498.69,155.10,147.62,3.31,9.09
179.77,-498.64,155.15,147.57,3.34,9.05
179.79,-498.59,155.20,147.52,3.37,9.00
179.81,-498.54,155.24,147.47,3.41,8.96
179.83,-498.49,155.29,147.42,3.44,8.91
179.85,-498.44,155.34,147.37,3.47,8.87
179.87,-498.39,155.38,147.32,3.50,8.82
179.89,-498.34,155.43,147.27,3.53,8.78
179.91,-498.29,155.48,147.22,3.56,8.73
179.94,-498.24,155.53,147.17,3.60,8.69
179.96,-498.19,155.57,147.12,3.63,8.64
179.98,-498.14,155.62,147.07,3.66,8.60
180.00,-498.09,155.67,147.02,3.69,8.55
180.02,-498.04,155.71,146.97,3.72,8.51
180.04,-497.99,155.76,146.92,3.75,8.46
180.06,-497.94,155.81,146.88,3.79,8.42
180.08,-497.89,155.85,146.83,3.82,8.37
180.10,-497.84,155.90,146.78,3.85,8.33
180.12,-497.79,155.95,146.73,3.88,8.28
180.14,-497.74,155.99,146.68,3.91,8.24
180.16,-497.69,156.04,146.63,3.94,8.19
180.18,-497.64,156.09,146.58,3.98,8.14
180.20,-497.59,156.14,146.53,4.01,8.10
180.22,-497.54,156.18,146.48,4.04,8.05
180.24,-497.49,156.23,146.43,4.07,8.01
180.26,-497.44,156.28,146.38,4.10,7.96
180.28,-497.39,156.32,146.33,4.13,7.92
180.30,-497.34,156.37,146.28,4.17,7.87
180.33,-497.29,156.42,146.23,4.20,7.83
180.35,-497.24,156.46,146.18,4.23,7.78
180.37,-497.19,156.51,146.13,4.26,7.74
180.39,-497.14,156.56,146.09,4.29,7.69
180.41,-497.09,156.60,146.04,4.32,7.65
180.43,-497.04,156.65,145.99,4.36,7.60
180.45,-496.99,156.70,145.94,4.39,7.56
180.47,-496.94,156.74,145.89,4.42,7.51
180.49,-496.89,156.79,145.84,4.45,7.47
180.51,-496.84,156.84,145.79,4.48,7.42
180.53,-496.79,156.89,145.74,4.51,7.38
180.55,-496.74,156.93,145.69,4.55,7.33
180.57,-496.69,156.98,145.64,4.58,7.29
180.59,-496.64,157.03,145.59,4.61,7.24
180.61,-496.59,157.07,145.54,4.64,7.20
180.63,-496.54,157.12,145.49,4.67,7.15
180.65,-496.49,157.17,145.44,4.70,7.11
180.67,-496.44,157.21,145.39,4.74,7.06
180.69,-496.39,157.26,145.34,4.77,7.02
180.72,-496.34,157.31,145.30,4.80,6.97
180.74,-496.29,157.35,145.25,4.83,6.92
180.76,-496.24,157.40,145.20,4.86,6.88
180.78,-496.19,157.45,145.15,4.89,6.83
180.80,-496.12,157.49,145.10,4.92,6.79
180.82,-496.06,157.52,145.05,4.95,6.75
180.83,-495.99,157.56,145.00,4.98,6.70
180.85,-495.93,157.60,144.95,5.02,6.66
180.87,-495.86,157.64,144.90,5.05,6.61
180.89,-495.80,157.67,144.85,5.08,6.57
180.91,-495.74,157.71,144.80,5.11,6.53
180.93,-495.67,157.75,144.75,5.14,6.48
180.95,-495.61,157.78,144.70,5.17,6.44
180.97,-495.54,157.82,144.65,5.20,6.40
180.99,-495.48,157.86,144.60,5.23,6.35
181.01,-495.41,157.90,144.55,5.26,6.31
181.03,-495.35,157.93,144.50,5.29,6.26
181.05,-495.28,157.97,144.45,5.32,6.22
181.07,-495.22,158.01,144.40,5.35,6.18
181.08,-495.15,158.05,144.35,5.38,6.13
181.10,-495.09,158.08,144.30,5.41,6.09
181.12,-495.02,158.12,144.25,5.44,6.04
181.14,-494.96,158.16,144.20,5.47,6.00
181.16,-494.89,158.20,144.15,5.50,5.96
181.18,-494.83,158.23,144.10,5.53,5.91
181.20,-494.76,158.27,144.05,5.56,5.87
181.22,-494.70,158.31,144.00,5.59,5.82
181.24,-494.63,158.35,143.95,5.62,5.78
181.26,-494.57,158.38,143.90,5.65,5.74
181.28,-494.50,158.42,143.85,5.68,5.69
181.30,-494.44,158.46,143.80,5.71,5.65
181.32,-494.37,158.50,143.75,5.74,5.61
181.33,-494.31,158.53,143.71,5.77,5.56
181.35,-494.24,158.57,143.66,5.80,5.52
181.37,-494.18,158.61,143.61,5.83,5.47
181.39,-494.11,158.65,143.56,5.86,5.43
181.41,-494.05,158.68,143.51,5.90,5.39
181.43,-493.98,158.72,143.46,5.93,5.34
181.45,-493.92,158.76,143.41,5.96,5.30
181.47,-493.85,158.80,143.36,5.99,5.25
181.49,-493.79,158.83,143.31,6.02,5.21
181.51,-493.72,158.87,143.26,6.05,5.17
181.53,-493.66,158.91,143.21,6.08,5.12
181.55,-493.59,158.95,143.16,6.11,5.08
181.57,-493.53,158.98,143.11,6.14,5.03
181.58,-493.47,159.02,143.06,6.17,4.99
181.60,-493.40,159.06,143.01,6.20,4.95
181.62,-493.34,159.10,142.96,6.23,4.90
181.64,-493.27,159.13,142.91,6.26,4.86
181.66,-493.21,159.17,142.86,6.29,4.82
181.68,-493.14,159.21,142.81,6.32,4.77
181.70,-493.08,159.24,142.76,6.35,4.73
181.72,-493.01,159.28,142.71,6.38,4.68
181.74,-492.95,159.32,142.66,6.41,4.64
181.76,-492.88,159.36,142.61,6.44,4.60
181.78,-492.82,159.39,142.56,6.47,4.55
181.80,-492.75,159.43,142.51,6.50,4.51
181.82,-492.69,159.47,142.46,6.53,4.46
181.83,-492.62,159.51,142.41,6.56,4.42
181.85,-492.56,159.54,142.36,6.59,4.38
181.87,-492.49,159.58,142.31,6.62,4.33
181.89,-492.43,159.62,142.26,6.65,4.29
181.91,-492.36,159.66,142.21,6.68,4.24
181.93,-492.30,159.69,142.16,6.71,4.20
181.95,-492.23,159.73,142.11,6.74,4.16
181.97,-492.17,159.77,142.06,6.78,4.11
181.99,-492.10,159.81,142.01,6.81,4.07
182.01,-492.04,159.84,141.96,6.84,4.02
182.03,-491.97,159.88,141.91,6.87,3.98
182.05,-491.91,159.92,141.87,6.90,3.94
182.07,-491.84,159.96,141.82,6.93,3.89
182.08,-491.78,159.99,141.77,6.96,3.85
182.10,-491.71,160.03,141.72,6.99,3.81
182.12,-491.65,160.07,141.67,7.02,3.76
182.14,-491.58,160.11,141.62,7.05,3.72
182.16,-491.52,160.14,141.57,7.08,3.67
182.18,-491.45,160.18,141.52,7.11,3.63
182.20,-491.39,160.22,141.47,7.14,3.59
182.22,-491.33,160.26,141.42,7.17,3.54
182.24,-491.26,160.29,141.37,7.20,3.50
182.26,-491.20,160.33,141.32,7.23,3.45
182.28,-491.13,160.37,141.27,7.26,3.41
182.29,-491.05,160.40,141.22,7.29,3.37
182.31,-490.96,160.43,141.17,7.31,3.33
182.33,-490.88,160.46,141.12,7.33,3.29
182.35,-490.79,160.49,141.07,7.36,3.24
182.36,-490.71,160.51,141.02,7.38,3.20
182.38,-490.62,160.54,140.97,7.41,3.16
182.40,-490.54,160.57,140.92,7.43,3.12
182.41,-490.45,160.60,140.87,7.46,3.08
182.43,-490.37,160.63,140.82,7.48,3.04
182.45,-490.28,160.66,140.77,7.51,2.99
182.47,-490.20,160.69,140.72,7.53,2.95
182.48,-490.12,160.72,140.67,7.56,2.91
182.50,-490.03,160.75,140.62,7.58,2.87
182.52,-489.95,160.78,140.58,7.61,2.83
182.53,-489.86,160.81,140.53,7.63,2.78
182.55,-489.78,160.84,140.48,7.65,2.74
182.57,-489.69,160.87,140.43,7.68,2.70
182.59,-489.61,160.90,140.38,7.70,2.66
182.60,-489.52,160.93,140.33,7.73,2.62
182.62,-489.44,160.95,140.28,7.75,2.58
182.64,-489.35,160.98,140.23,7.78,2.53
182.65,-489.27,161.01,140.18,7.80,2.49
182.67,-489.18,161.04,140.13,7.83,2.45
182.69,-489.10,161.07,140.08,7.85,2.41
182.71,-489.02,161.10,140.03,7.88,2.37
182.72,-488.93,161.13,139.98,7.90,2.33
182.74,-488.85,161.16,139.93,7.93,2.28
182.76,-488.76,161.19,139.88,7.95,2.24
182.77,-488.68,161.22,139.83,7.98,2.20
182.79,-488.59,161.25,139.78,8.00,2.16
182.81,-488.51,161.28,139.73,8.02,2.12
182.83,-488.42,161.31,139.68,8.05,2.08
182.84,-488.34,161.34,139.63,8.07,2.03
182.86,-488.25,161.37,139.58,8.10,1.99
182.88,-488.17,161.39,139.54,8.12,1.95
182.90,-488.08,161.42,139.49,8.15,1.91
182.91,-488.00,161.45,139.44,8.17,1.87
182.93,-487.92,161.48,139.39,8.20,1.83
182.95,-487.83,161.51,139.34,8.22,1.78
182.96,-487.75,161.54,139.29,8.25,1.74
182.98,-487.66,161.57,139.24,8.27,1.70
183.00,-487.58,161.60,139.19,8.30,1.66
183.02,-487.49,161.63,139.14,8.32,1.62
183.03,-487.41,161.66,139.09,8.34,1.58
183.05,-487.32,161.69,139.04,8.37,1.53
183.07,-487.24,161.72,138.99,8.39,1.49
183.08,-487.15,161.75,138.94,8.42,1.45
183.10,-487.07,161.78,138.89,8.44,1.41
183.12,-486.98,161.81,138.84,8.47,1.37
183.14,-486.90,161.83,138.79,8.49,1.33
183.15,-486.81,161.86,138.74,8.52,1.28
183.17,-486.73,161.89,138.69,8.54,1.24
183.19,-486.65,161.92,138.64,8.57,1.20
183.20,-486.56,161.95,138.59,8.59,1.16
183.22,-486.48,161.98,138.54,8.62,1.12
183.24,-486.39,162.01,138.50,8.64,1.08
183.26,-486.31,162.04,138.45,8.66,1.03
183.27,-486.22,162.07,138.40,8.69,0.99
183.29,-486.14,162.10,138.35,8.71,0.95
183.31,-486.05,162.13,138.30,8.74,0.91
183.32,-485.97,162.16,138.25,8.76,0.87
183.34,-485.88,162.19,138.20,8.79,0.83
183.36,-485.80,162.22,138.15,8.81,0.78
183.38,-485.71,162.25,138.10,8.84,0.74
183.39,-485.63,162.27,138.05,8.86,0.70
183.41,-485.55,162.30,138.00,8.89,0.66
183.43,-485.46,162.33,137.95,8.91,0.62
183.44,-485.38,162.36,137.90,8.94,0.58
183.46,-485.29,162.39,137.85,8.96,0.53
183.48,-485.21,162.42,137.80,8.99,0.49
183.50,-485.12,162.45,137.75,9.01,0.45
183.51,-485.04,162.48,137.70,9.03,0.41
183.53,-484.95,162.51,137.65,9.06,0.37
183.55,-484.87,162.54,137.60,9.08,0.32
183.56,-484.78,162.57,137.55,9.11,0.28
183.58,-484.70,162.60,137.50,9.13,0.24
183.60,-484.61,162.63,137.46,9.16,0.20
183.62,-484.53,162.66,137.41,9.18,0.16
183.63,-484.42,162.68,137.36,9.20,0.12
183.65,-484.32,162.70,137.31,9.22,0.08
183.66,-484.21,162.72,137.26,9.24,0.04
183.68,-484.10,162.74,137.21,9.26,-0.00
183.70,-483.99,162.77,137.16,9.27,-0.04
183.71,-483.89,162.79,137.11,9.29,-0.08
183.73,-483.78,162.81,137.06,9.31,-0.12
183.75,-483.67,162.83,137.01,9.33,-0.16
183.76,-483.57,162.85,136.96,9.35,-0.20
183.78,-483.46,162.87,136.91,9.36,-0.24
183.79,-483.35,162.90,136.86,9.38,-0.28
183.81,-483.24,162.92,136.81,9.40,-0.32
183.83,-483.14,162.94,136.76,9.42,-0.36
183.84,-483.03,162.96,136.71,9.44,-0.40
183.86,-482.92,162.98,136.66,9.46,-0.44
183.87,-482.82,163.01,136.61,9.47,-0.48
183.89,-482.71,163.03,136.56,9.49,-0.52
183.91,-482.60,163.05,136.51,9.51,-0.56
183.92,-482.50,163.07,136.46,9.53,-0.60
183.94,-482.39,163.09,136.41,9.55,-0.64
183.95,-482.28,163.12,136.36,9.56,-0.67
183.97,-482.17,163.14,136.31,9.58,-0.71
183.99,-482.07,163.16,136.26,9.60,-0.75
184.00,-481.96,163.18,136.21,9.62,-0.79
184.02,-481.85,163.20,136.16,9.64,-0.83
184.04,-481.75,163.23,136.11,9.66,-0.87
184.05,-481.64,163.25,136.06,9.67,-0.91
184.07,-481.53,163.27,136.01,9.69,-0.95
184.08,-481.42,163.29,135.96,9.71,-0.99
184.10,-481.32,163.31,135.91,9.73,-1.03
184.12,-481.21,163.33,135.86,9.75,-1.07
184.13,-481.10,163.36,135.81,9.76,-1.11
184.15,-481.00,163.38,135.76,9.78,-1.15
184.16,-480.89,163.40,135.71,9.80,-1.19
184.18,-480.78,163.42,135.66,9.82,-1.23
184.20,-480.67,163.44,135.61,9.84,-1.27
184.21,-480.57,163.47,135.56,9.86,-1.31
184.23,-480.46,163.49,135.51,9.87,-1.35
184.24,-480.35,163.51,135.46,9.89,-1.39
184.26,-480.25,163.53,135.41,9.91,-1.43
184.28,-480.14,163.55,135.36,9.93,-1.47
184.29,-480.03,163.58,135.31,9.95,-1.51
184.31,-479.92,163.60,135.26,9.96,-1.55
184.32,-479.82,163.62,135.21,9.98,-1.59
184.34,-479.71,163.64,135.16,10.00,-1.63
184.36,-479.60,163.66,135.11,10.02,-1.67
184.37,-479.50,163.69,135.06,10.04,-1.71
184.39,-479.39,163.71,135.01,10.06,-1.75
184.41,-479.28,163.73,134.96,10.07,-1.79
184.42,-479.18,163.75,134.91,10.09,-1.83
184.44,-479.07,163.77,134.86,10.11,-1.86
184.45,-478.96,163.80,134.81,10.13,-1.90
184.47,-478.85,163.82,134.76,10.15,-1.94
184.49,-478.75,163.84,134.71,10.17,-1.98
184.50,-478.64,163.86,134.66,10.18,-2.02
184.52,-478.53,163.88,134.61,10.20,-2.06
184.53,-478.43,163.90,134.56,10.22,-2.10
184.55,-478.32,163.93,134.51,10.24,-2.14
184.57,-478.21,163.95,134.46,10.26,-2.18
184.58,-478.10,163.97,134.41,10.27,-2.22
184.60,-478.00,163.99,134.36,10.29,-2.26
184.61,-477.89,164.01,134.31,10.31,-2.30
184.63,-477.78,164.04,134.26,10.33,-2.34
184.65,-477.68,164.06,134.21,10.35,-2.38
184.66,-477.57,164.08,134.16,10.37,-2.42
184.68,-477.46,164.10,134.11,10.38,-2.46
184.69,-477.35,164.12,134.06,10.40,-2.50
184.71,-477.25,164.15,134.01,10.42,-2.54
184.73,-477.14,164.17,133.96,10.44,-2.58
184.74,-477.03,164.19,133.91,10.46,-2.62
184.76,-476.93,164.21,133.86,10.47,-2.66
184.78,-476.82,164.23,133.81,10.49,-2.70
184.79,-476.69,164.25,133.76,10.50,-2.73
184.81,-476.57,164.26,133.71,10.52,-2.77
184.82,-476.44,164.28,133.66,10.53,-2.81
184.84,-476.32,164.29,133.61,10.54,-2.84
184.86,-476.19,164.31,133.56,10.55,-2.88
184.87,-476.06,164.33,133.51,10.56,-2.92
184.89,-475.94,164.34,133.46,10.58,-2.96
184.91,-475.81,164.36,133.41,10.59,-2.99
184.92,-475.69,164.37,133.37,10.60,-3.03
184.94,-475.56,164.39,133.32,10.61,-3.07
184.96,-475.43,164.40,133.27,10.62,-3.10
184.97,-475.31,164.42,133.22,10.63,-3.14
184.99,-475.18,164.43,133.17,10.65,-3.18
185.00,-475.06,164.45,133.12,10.66,-3.21
185.02,-474.93,164.46,133.07,10.67,-3.25
185.04,-474.81,164.48,133.02,10.68,-3.29
185.05,-474.68,164.49,132.97,10.69,-3.32
185.07,-474.55,164.51,132.92,10.71,-3.36
185.09,-474.43,164.52,132.87,10.72,-3.40
185.10,-474.30,164.54,132.82,10.73,-3.43
185.12,-474.18,164.55,132.77,10.74,-3.47
185.14,-474.05,164.57,132.72,10.75,-3.51
185.15,-473.92,164.59,132.67,10.76,-3.55
185.17,-473.80,164.60,132.62,10.78,-3.58
185.19,-473.67,164.62,132.57,10.79,-3.62
185.20,-473.55,164.63,132.52,10.80,-3.66
185.22,-473.42,164.65,132.47,10.81,-3.69
185.23,-473.29,164.66,132.42,10.82,-3.73
185.25,-473.17,164.68,132.37,10.84,-3.77
185.27,-473.04,164.69,132.32,10.85,-3.80
185.28,-472.92,164.71,132.28,10.86,-3.84
185.30,-472.79,164.72,132.23,10.87,-3.88
185.32,-472.67,164.74,132.18,10.88,-3.91
185.33,-472.54,164.75,132.13,10.89,-3.95
185.35,-472.41,164.77,132.08,10.91,-3.99
185.37,-472.29,164.78,132.03,10.92,-4.02
185.38,-472.16,164.80,131.98,10.93,-4.06
185.40,-472.04,164.82,131.93,10.94,-4.10
185.41,-471.91,164.83,131.88,10.95,-4.13
185.43,-471.78,164.85,131.83,10.97,-4.17
185.45,-471.66,164.86,131.78,10.98,-4.21
185.46,-471.53,164.88,131.73,10.99,-4.25
185.48,-471.41,164.89,131.68,11.00,-4.28
185.50,-471.28,164.91,131.63,11.01,-4.32
185.51,-471.15,164.92,131.58,11.02,-4.36
185.53,-471.03,164.94,131.53,11.04,-4.39
185.55,-470.90,164.95,131.48,11.05,-4.43
185.56,-470.78,164.97,131.43,11.06,-4.47
185.58,-470.65,164.98,131.38,11.07,-4.50
185.59,-470.53,165.00,131.33,11.08,-4.54
185.61,-470.40,165.01,131.28,11.10,-4.58
185.63,-470.27,165.03,131.24,11.11,-4.61
185.64,-470.15,165.04,131.19,11.12,-4.65
185.66,-470.02,165.06,131.14,11.13,-4.69
185.68,-469.90,165.08,131.09,11.14,-4.72
185.69,-469.77,165.09,131.04,11.15,-4.76
185.71,-469.64,165.11,130.99,11.17,-4.80
185.73,-469.52,165.12,130.94,11.18,-4.83
185.74,-469.39,165.14,130.89,11.19,-4.87
185.76,-469.27,165.15,130.84,11.20,-4.91
185.78,-469.14,165.17,130.79,11.21,-4.95
185.79,-469.01,165.18,130.74,11.23,-4.98
185.81,-468.89,165.20,130.69,11.24,-5.02
185.82,-468.76,165.21,130.64,11.25,-5.06
185.84,-468.64,165.23,130.59,11.26,-5.09
185.86,-468.51,165.24,130.54,11.27,-5.13
185.87,-468.39,165.26,130.49,11.28,-5.17
185.89,-468.24,165.27,130.44,11.29,-5.20
185.91,-468.10,165.28,130.39,11.30,-5.23
185.93,-467.95,165.29,130.34,11.30,-5.27
185.95,-467.81,165.30,130.29,11.31,-5.30
185.97,-467.67,165.31,130.24,11.31,-5.34
185.99,-467.52,165.32,130.19,11.32,-5.37
186.01,-467.38,165.33,130.14,11.33,-5.41
186.03,-467.23,165.34,130.09,11.33,-5.44
186.04,-467.09,165.35,130.04,11.34,-5.47
186.06,-466.95,165.36,129.99,11.34,-5.51
186.08,-466.80,165.37,129.94,11.35,-5.54
186.10,-466.66,165.38,129.89,11.36,-5.58
186.12,-466.52,165.39,129.85,11.36,-5.61
186.14,-466.37,165.40,129.80,11.37,-5.65
186.16,-466.23,165.41,129.75,11.37,-5.68
186.18,-466.08,165.42,129.70,11.38,-5.71
186.20,-465.94,165.43,129.65,11.39,-5.75
186.22,-465.80,165.45,129.60,11.39,-5.78
186.23,-465.65,165.46,129.55,11.40,-5.82
186.25,-465.51,165.47,129.50,11.40,-5.85
186.27,-465.37,165.48,129.45,11.41,-5.89
186.29,-465.22,165.49,129.40,11.42,-5.92
186.31,-465.08,165.50,129.35,11.42,-5.95
186.33,-464.93,165.51,129.30,11.43,-5.99
186.35,-464.79,165.52,129.25,11.43,-6.02
186.37,-464.65,165.53,129.20,11.44,-6.06
186.39,-464.50,165.54,129.15,11.45,-6.09
186.40,-464.36,165.55,129.10,11.45,-6.13
186.42,-464.22,165.56,129.05,11.46,-6.16
186.44,-464.07,165.57,129.00,11.46,-6.19
186.46,-463.93,165.58,128.95,11.47,-6.23
186.48,-463.78,165.59,128.90,11.48,-6.26
186.50,-463.64,165.60,128.85,11.48,-6.30
186.52,-463.50,165.61,128.80,11.49,-6.33
186.54,-463.35,165.62,128.75,11.49,-6.37
186.56,-463.21,165.63,128.70,11.50,-6.40
186.58,-463.07,165.64,128.65,11.51,-6.43
186.59,-462.92,165.65,128.60,11.51,-6.47
186.61,-462.78,165.66,128.55,11.52,-6.50
186.63,-462.63,165.67,128.50,11.52,-6.54
186.65,-462.49,165.68,128.45,11.53,-6.57
186.67,-462.35,165.69,128.40,11.54,-6.61
186.69,-462.20,165.70,128.35,11.54,-6.64
186.71,-462.06,165.71,128.30,11.55,-6.67
